date,actual,Naive,ARIMA,ARIMAX,SARIMA,SARIMAX,VAR,Ridge,XGBoost
2021-08-01,5.023688194741283,5.112238890647802,2.228685187631547,2.0354666474174206,1.924488868242269,0.9877039229484992,1.7991887628641636,3.6094400349334426,3.8483546
2021-09-01,5.212949279021384,5.023688194741283,2.2294850101520742,2.051527560750985,1.9744806594583488,0.9748040465120071,1.7957401766662398,3.260955654059054,3.8278968
2021-10-01,6.048383440327498,5.212949279021384,2.230204561586833,2.0773364132910257,1.9487352535113798,0.8784200554014092,1.7929381200614012,4.673103246446893,3.8278968
2021-11-01,6.674206408726402,6.048383440327498,2.2308519928751704,2.1052030742024375,2.0042591037749165,0.885287128209591,1.7907525127010921,6.608939926218243,3.9072177
2021-12-01,6.928667098426367,6.674206408726402,2.2314342505778804,2.1507191780304744,2.027662813466464,0.8105856546680106,1.7891528233292568,6.925488115484145,3.9072177
2022-01-01,7.286754203155343,6.928667098426367,2.231958187490621,2.152120924191797,2.030974838102666,0.8008561868899775,1.7881083422130892,6.201404589041093,3.9235144
2022-02-01,7.638012027240038,7.286754203155343,2.232429425227414,2.1314212942788737,2.040890159270072,0.8494780003027754,1.7875884063119023,6.1980063425586955,3.936117
2022-03-01,8.224524921416254,7.638012027240038,2.232853394032743,2.191157008503769,2.046850981954059,0.7663617948258586,1.7875625849979007,6.576982289836501,3.8929517
2022-04-01,7.910458257893627,8.224524921416254,2.2332347804954966,2.197566486252017,2.059209258095268,0.8183183185877949,1.7880008327957928,7.941109589025912,3.4639595
2022-05-01,8.193173337717496,7.910458257893627,2.233577868244486,2.2111809655696333,2.086586304571251,0.8851895483344367,1.7888736144985906,7.157273208936627,3.427062
2022-06-01,8.598833063458944,8.193173337717496,2.233886519899081,2.2593323467890585,2.0888392557227236,1.031920491597615,1.7901520071026367,7.343162679501686,3.427062
2022-07-01,8.12350125437833,8.598833063458944,2.234164168996624,2.301079992615261,2.0929319618822255,1.1883482285897538,1.7918077822512912,7.504178184131576,3.4384224
2022-08-01,7.90198386741503,8.12350125437833,2.2344139492199093,2.3616144844818265,2.0743577704009017,1.3137784873732692,1.7938134722553432,6.958610040499261,3.423625
2022-09-01,7.873822856212786,7.90198386741503,2.234638644874928,2.426202808848417,2.0469485879565905,1.5255768412298736,1.796142422245663,7.098944989036947,3.475339
2022-10-01,7.472533972171913,7.873822856212786,2.234840781736081,2.479685227094436,2.0610641159570426,1.5694383317662872,1.7987688305906295,7.180682714783192,3.4857202
2022-11-01,6.880618098901525,7.472533972171913,2.2350226226450345,2.51161293010118,2.0306218512399026,1.7516052236628217,1.8016677793615952,6.468684520504606,3.5346534
2022-12-01,6.207862684902565,6.880618098901525,2.235186204846664,2.5789736429158774,2.017790213620905,1.987198297517964,1.804815256341033,6.012552414527711,3.5496657
2023-01-01,6.1350744177162575,6.207862684902565,2.2353333633279933,2.6144940462191424,2.0159743177446936,2.0832674749394235,1.8081881698293358,5.244349961084769,3.5461996
2023-02-01,5.787091136902944,6.1350744177162575,2.2354657453835296,2.6544756015470714,2.0105380082974746,2.130539709029023,1.8117643573086617,5.382757800924077,3.5461996
2023-03-01,4.800623185944364,5.787091136902944,2.2355848359710393,2.6656474858920047,2.007269846215476,2.232056538586901,1.8155225888584803,5.3766345839852265,3.5461996
2023-04-01,4.831462139426179,4.800623185944364,2.235691968866205,2.682510092728603,2.0004941288984575,2.2326341596237858,1.8194425660816198,4.378370987254431,3.5857358
2023-05-01,4.048771047486532,4.831462139426179,2.235788345019964,2.7153721238868123,1.9854840153699538,2.2543581752541244,1.82350491718669,4.5968716445446605,3.5709383
2023-06-01,3.0244169973872026,4.048771047486532,2.235875044438564,2.718472486896955,1.9842487815916334,2.369807794033288,1.8276911887787521,3.441698814398487,3.5364423
2023-07-01,3.234858938184804,3.0244169973872026,2.2359530386253943,2.7147683725551484,1.9820048585977188,2.3835203209473,1.83198383483168,2.5883159027851685,2.8778627
2023-08-01,3.654892405819865,3.234858938184804,2.236023201777185,2.7366896132051806,1.992188598581483,2.3702347482939152,1.8363662032500838,3.218065206814358,2.913077
2023-09-01,3.620855266978573,3.654892405819865,2.2360863200614034,2.7408730358861666,2.0072163314150266,2.48776744982009,1.8408225203736808,3.5621394148866994,3.1227047
2023-10-01,3.199530640608561,3.620855266978573,2.2361431009042363,2.7407853523343806,1.9994771591859322,2.479654228795718,1.84533787373076,3.2456555293437788,3.1451962
2023-11-01,3.0852588963602656,3.199530640608561,2.2361941805850947,2.7142390922344286,2.0161678511446097,2.5464030940364992,1.8498981933083853,3.0059437595613145,3.0166879
2023-12-01,3.2621195148500703,3.0852588963602656,2.236240131547885,2.743088692874063,2.0232031000925463,2.496682455451666,1.8544902315739278,2.765869407966575,2.9364905
2024-01-01,3.0416133525949185,3.2621195148500703,2.2362814687517036,2.7443611466112516,2.024198707974565,2.5019672221883678,1.859101542454426,2.990100006283397,3.0195084
2024-02-01,3.1082632289067824,3.0416133525949185,2.236318655436954,2.7284953600704687,2.027179293263428,2.5224859416556584,1.8637204594562684,2.9589450756534452,2.9618025
2024-03-01,3.427421970979782,3.1082632289067824,2.2363521083514937,2.719635163641256,2.0289711404564184,2.549990614754539,1.8683360730870822,2.935174237979836,2.9618025
2024-04-01,3.305554680124434,3.427421970979782,2.2363822023818423,2.717163221672713,2.032686087803084,2.5575789426279703,1.8729382077239327,3.2637853832492993,3.0665126
2024-05-01,3.192763108768659,3.305554680124434,2.2364092747852,2.711742419213217,2.040915737715693,2.571794230127717,1.8775173980565087,3.1054972126573586,3.0699189
2024-06-01,2.927000276286318,3.192763108768659,2.236433628950005,2.7233031903798848,2.041592983862866,2.5571046051333384,1.882064865220506,3.1400724933084057,3.2269125
2024-07-01,2.899044457787703,2.927000276286318,2.236455537804533,2.713271261252929,2.04282326774018,2.5842484969873034,1.886572492724607,2.882025577924292,2.8396482
2024-08-01,2.573737873641768,2.899044457787703,2.2364752468737863,2.682238356403877,2.0372397913255433,2.632583423520638,1.8910328022640202,2.7801644669859327,2.7101138
2024-09-01,2.397511653496043,2.573737873641768,2.2364929770291475,2.6886717036068997,2.0290004812120364,2.618363254771731,1.8954389295042724,2.229127132278236,2.5352468
2024-10-01,2.546152718143624,2.397511653496043,2.2365089269665774,2.666400665183543,2.0332436655116015,2.5512208296088676,1.8997845999106797,2.295059251866906,2.461896
2024-11-01,2.6831518244156527,2.546152718143624,2.2365232754306303,2.6350880638684746,2.024092598708657,2.441584337062093,1.9040641046914735,2.435372168941609,2.572015
2024-12-01,2.830258603235692,2.6831518244156527,2.2365361832194397,2.596450535339844,2.0202353570042804,2.408606690283686,1.9082722769158558,2.7795389314344536,2.6342752
2025-01-01,2.9471209161693324,2.830258603235692,2.2365477949857255,2.604503295391195,2.0196894914248036,2.312023210372295,1.912404467862154,2.922621852751686,2.7241013
2025-02-01,2.763057010268533,2.9471209161693324,2.236558240858211,2.611521757476543,2.018055315013317,2.220653775682367,1.9164565236456925,3.079524688791797,2.811653
2025-03-01,2.354054885684853,2.763057010268533,2.2365676378999635,2.590741206418901,2.017072892390917,2.261350676702169,1.9204247621709005,2.737185522705915,2.6661255
2025-04-01,2.298763047316399,2.354054885684853,2.2365760914200754,2.587919001797937,2.0150360846047013,2.263284641063841,1.9243059504475046,2.2473043897292513,2.4684656
2025-05-01,2.3494481531272093,2.298763047316399,2.2365836961540464,2.591618112352125,2.0105239843094243,2.254518414875709,1.928097282306341,2.1205330510321003,2.39063
2025-06-01,2.645159020288101,2.3494481531272093,2.2365905373252772,2.5718960627299023,2.0101526680841797,2.2879972861124753,1.9317963565463219,2.1830291227132155,2.4360392
2025-07-01,2.7056821032835465,2.645159020288101,2.2365966916002398,2.5981007745399265,2.0094781358373583,2.2375512888006517,1.9354011555404016,2.449467737574719,2.6060524
2025-08-01,2.8962427776042965,2.7056821032835465,2.2366022279476034,2.59404622086097,2.0125394088983857,2.2567929373133366,1.9389100243249437,2.7107888485959943,2.6537585
2025-09-01,2.977791983269018,2.8962427776042965,2.2366072084111512,2.5852053418523258,2.0170568056273854,2.272134984443878,1.942321650193708,2.969497552174406,2.7435846
2025-10-01,2.8186190089700247,2.977791983269018,2.2366116888050906,2.570789496061118,2.0147303794325544,2.2430900895374113,1.9456350428146763,2.8738644342630453,2.8311362
2025-11-01,2.660730441211001,2.8186190089700247,2.2366157193395257,2.5497688169376467,2.0197476683406044,2.217558787292442,1.9488495148851834,2.6496119821076887,2.8062034
2025-12-01,2.61871451181781,2.660730441211001,2.23661934518316,2.520904895187268,2.021862492375416,2.161065763626353,1.9519646633382228,2.5130860304317455,2.657962
2026-01-01,2.363059941151935,2.61871451181781,2.236622606969473,2.506150119762764,2.022161776095683,2.0986890930092073,1.9549803511103792,2.531425941985402,2.5794268
2026-02-01,2.404854288417813,2.363059941151935,2.236625541252092,2.509946075766323,2.0230577519813044,2.0490440931031326,1.957896689479605,2.2868070014809727,2.4481108
2026-03-01,3.233124433257739,2.404854288417813,2.2366281809144306,2.4947040368057305,2.023596388430205,2.0779273961992315,1.9607140209789495,2.52632709555758,2.4813793
2026-04-01,3.709582098292774,3.233124433257739,2.2366305555382024,2.5020342135869824,2.02471311649412,2.0623895255388787,1.9634329028904043,3.4376498138703404,3.0872676
